patent_number,date,title,tokens,nltk_pos,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings,bad_starts,misspelt_words,misspelt
US1674753A,1928-06-26,Process of making tibe molds,"['Process', 'of', 'making', 'tibe', 'molds']","[('Process', 'NN'), ('of', 'IN'), ('making', 'VBG'), ('tibe', 'JJ'), ('molds', 'NNS')]","['PROPN', 'ADP', 'VERB', 'VERB', 'NOUN']",[],1,0,5,0,0,{'tibe'},1
US1674779A,1925-06-02,Meadow cultivator,"['Meadow', 'cultivator']","[('Meadow', 'NNP'), ('cultivator', 'NN')]","['PROPN', 'NOUN', 'SPACE']",[],1,0,3,0,0,{'cultivator'},1
US1674781A,1927-06-20,Process of making diaphragms,"['Process', 'of', 'making', 'diaphragms']","[('Process', 'NN'), ('of', 'IN'), ('making', 'VBG'), ('diaphragms', 'NN')]","['PROPN', 'ADP', 'VERB', 'NOUN', 'SPACE']",[],1,0,5,0,0,{'diaphragms'},1
US1674786A,1926-02-05,Apparatus for acidulating textile and other materials,"['Apparatus', 'for', 'acidulating', 'textile', 'and', 'other', 'materials']","[('Apparatus', 'NNP'), ('for', 'IN'), ('acidulating', 'VBG'), ('textile', 'NN'), ('and', 'CC'), ('other', 'JJ'), ('materials', 'NNS')]","['PROPN', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'SPACE']",[],1,0,8,0,0,{'acidulating'},1
US1674816A,1928-06-26,Shell fob bock dbills,"['Shell', 'fob', 'bock', 'dbills']","[('Shell', 'NNP'), ('fob', 'VBZ'), ('bock', 'NN'), ('dbills', 'NNS')]","['PROPN', 'INTJ', 'NOUN', 'VERB']",['ORG'],1,0,4,0,0,"{'dbills', 'bock'}",1
US1674864A,1926-07-02,Weft controlled loom stopping mechanism,"['Weft-controlled', 'loom-stopping', 'mechanism']","[('Weft-controlled', 'JJ'), ('loom-stopping', 'NN'), ('mechanism', 'NN')]","['PROPN', 'PUNCT', 'VERB', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'SPACE']",[],1,0,8,0,0,{'weft'},1
US1674881A,1922-10-16,Telautography or phototelegraphy,"['Telautography', 'or', 'phototelegraphy']","[('Telautography', 'NN'), ('or', 'CC'), ('phototelegraphy', 'NN')]","['PROPN', 'CCONJ', 'NOUN', 'SPACE']",[],1,0,4,0,0,"{'phototelegraphy', 'telautography'}",1
US1674882A,1925-09-09,"Combined folding rule, bevel, and square","['Combined', 'folding', 'rule,', 'bevel,', 'and', 'square']","[('Combined', 'VBN'), ('folding', 'VBG'), ('rule,', 'NN'), ('bevel,', 'NN'), ('and', 'CC'), ('square', 'NN')]","['VERB', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'PROPN', 'SPACE']",[],1,0,9,0,0,"{'rule,', 'bevel,'}",1
US1674891A,1924-02-11,Apparatus for the transformation of ethylsulphuric acid into alcohol or ethers,"['Apparatus', 'for', 'the', 'transformation', 'of', 'ethylsulphuric', 'acid', 'into', 'alcohol', 'or', 'ethers']","[('Apparatus', 'NNP'), ('for', 'IN'), ('the', 'DT'), ('transformation', 'NN'), ('of', 'IN'), ('ethylsulphuric', 'JJ'), ('acid', 'NN'), ('into', 'IN'), ('alcohol', 'NN'), ('or', 'CC'), ('ethers', 'NNS')]","['PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'SPACE']",[],1,0,12,0,0,"{'ethylsulphuric', 'ethers'}",1
US1674893A,1927-04-18,Railway roadbed and track construction,"['Railway', 'roadbed', 'and', 'track', 'construction']","[('Railway', 'NNP'), ('roadbed', 'VBD'), ('and', 'CC'), ('track', 'NN'), ('construction', 'NN')]","['PROPN', 'VERB', 'CCONJ', 'NOUN', 'NOUN', 'SPACE']",[],1,0,6,0,0,{'roadbed'},1
US1674969A,1926-06-12,"Apparatus for cutting rock, coal, and the like","['Apparatus', 'for', 'cutting', 'rock,', 'coal,', 'and', 'the', 'like']","[('Apparatus', 'NNP'), ('for', 'IN'), ('cutting', 'VBG'), ('rock,', 'NN'), ('coal,', 'NN'), ('and', 'CC'), ('the', 'DT'), ('like', 'JJ')]","['PROPN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'INTJ', 'SPACE']",[],1,0,11,0,0,"{'rock,', 'coal,'}",1
US1675010A,1926-07-21,Strand detector and detainer,"['Strand', 'detector', 'and', 'detainer']","[('Strand', 'NNP'), ('detector', 'NN'), ('and', 'CC'), ('detainer', 'NN')]","['PROPN', 'NOUN', 'CCONJ', 'NOUN', 'SPACE']",['GPE'],1,0,5,0,0,{'detainer'},1
US1675014A,1926-12-28,Process of preparing derivatives of dibenzanthronyl,"['Process', 'of', 'preparing', 'derivatives', 'of', 'dibenzanthronyl']","[('Process', 'NN'), ('of', 'IN'), ('preparing', 'VBG'), ('derivatives', 'NNS'), ('of', 'IN'), ('dibenzanthronyl', 'NN')]","['NOUN', 'ADP', 'VERB', 'NOUN', 'ADP', 'PROPN', 'SPACE']",[],1,0,7,0,0,{'dibenzanthronyl'},1
US1675073A,1925-02-10,Rectifier tube,"['Rectifier', 'tube']","[('Rectifier', 'NNP'), ('tube', 'NN')]","['PROPN', 'NOUN', 'SPACE']",[],1,0,3,0,0,{'rectifier'},1
US1675157A,1926-03-17,Process for the production of alumina,"['Process', 'for', 'the', 'production', 'of', 'alumina']","[('Process', 'NN'), ('for', 'IN'), ('the', 'DT'), ('production', 'NN'), ('of', 'IN'), ('alumina', 'NN')]","['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'SPACE']",[],1,0,7,0,0,{'alumina'},1
US1675198A,1927-08-19,Nonslip tread,"['Nonslip', 'tread']","[('Nonslip', 'NNP'), ('tread', 'NN')]","['PROPN', 'VERB', 'SPACE']",[],1,0,3,0,0,{'nonslip'},1
US1675207A,1925-07-06,Bedcover support,"['Bedcover', 'support']","[('Bedcover', 'NNP'), ('support', 'NN')]","['PROPN', 'NOUN', 'SPACE']",['GPE'],1,0,3,0,0,{'bedcover'},1
US1675238A,1926-11-09,Piston resizer,"['Piston', 'resizer']","[('Piston', 'NNP'), ('resizer', 'NN')]","['PROPN', 'NOUN', 'SPACE']",['ORG'],1,0,3,0,0,{'resizer'},1
US1675367A,1923-12-19,Method and arrangement for generating oscillations by two anode electron tube,"['Method', 'and', 'arrangement', 'for', 'generating', 'oscillations', 'by', 'two-anode', 'electron', 'tube']","[('Method', 'NNP'), ('and', 'CC'), ('arrangement', 'NN'), ('for', 'IN'), ('generating', 'VBG'), ('oscillations', 'NNS'), ('by', 'IN'), ('two-anode', 'JJ'), ('electron', 'NN'), ('tube', 'NN')]","['PROPN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NUM', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'SPACE']",['CARDINAL'],1,0,13,0,0,{'anode'},1
US1675389A,1927-04-21,Joiner's clamp,"[""Joiner's"", 'clamp']","[(""Joiner's"", 'NNP'), ('clamp', 'NN')]","['PROPN', 'PART', 'NOUN', 'SPACE']",['ORG'],1,0,4,0,0,"{""joiner's""}",1
US1675402A,1926-08-05,Method of preparing nitropyridine arsinic acids,"['Method', 'of', 'preparing', 'nitropyridine', 'arsinic', 'acids']","[('Method', 'NNP'), ('of', 'IN'), ('preparing', 'VBG'), ('nitropyridine', 'JJ'), ('arsinic', 'JJ'), ('acids', 'NNS')]","['PROPN', 'ADP', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'SPACE']",[],1,0,7,0,0,"{'arsinic', 'nitropyridine'}",1
US1675409A,1927-02-10,Antisiphon trap,"['Antisiphon', 'trap']","[('Antisiphon', 'NNP'), ('trap', 'NN')]","['PROPN', 'VERB', 'SPACE']",[],1,0,3,0,0,{'antisiphon'},1
US1675419A,1927-02-09,Process of insulating motor windings,"['Process', 'of', 'insulating', 'motor', 'windings']","[('Process', 'NN'), ('of', 'IN'), ('insulating', 'VBG'), ('motor', 'NN'), ('windings', 'NNS')]","['PROPN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'SPACE']",[],1,0,6,0,0,{'windings'},1
US1675439A,1923-10-15,Envelope and separable handle therefor,"['Envelope', 'and', 'separable', 'handle', 'therefor']","[('Envelope', 'NN'), ('and', 'CC'), ('separable', 'JJ'), ('handle', 'NN'), ('therefor', 'NN')]","['PROPN', 'CCONJ', 'ADJ', 'NOUN', 'PROPN', 'SPACE']",[],1,0,6,0,0,{'separable'},1
US1675460A,1924-11-20,Distortion compensator,"['Distortion', 'compensator']","[('Distortion', 'NNP'), ('compensator', 'NN')]","['PROPN', 'NOUN', 'SPACE']",[],1,0,3,0,0,{'compensator'},1
US1675478A,1924-01-24,Dyestuff intermediates,"['Dyestuff', 'intermediates']","[('Dyestuff', 'NNP'), ('intermediates', 'NNS')]","['PROPN', 'VERB', 'SPACE']",['ORG'],1,0,3,0,0,"{'dyestuff', 'intermediates'}",1
US1675491A,1925-07-20,Process of making sodium hydrosulphide,"['Process', 'of', 'making', 'sodium', 'hydrosulphide']","[('Process', 'NN'), ('of', 'IN'), ('making', 'VBG'), ('sodium', 'JJ'), ('hydrosulphide', 'NN')]","['PROPN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'SPACE']",[],1,0,6,0,0,{'hydrosulphide'},1
US1675554A,1923-02-23,"Incandescent electric lamp socket, lamp, and adapter therefor","['Incandescent-electric-lamp', 'socket,', 'lamp,', 'and', 'adapter', 'therefor']","[('Incandescent-electric-lamp', 'NNP'), ('socket,', 'NN'), ('lamp,', 'NN'), ('and', 'CC'), ('adapter', 'NN'), ('therefor', 'NN')]","['NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'PROPN', 'SPACE']",[],1,0,13,0,0,"{'socket,', 'lamp,'}",1
US1675568A,1926-08-04,"Means for inserting or seating the outer races of ball bearings, bushings, and the like in machine housings","['Means', 'for', 'inserting', 'or', 'seating', 'the', 'outer', 'races', 'of', 'ball', 'bearings,', 'bushings,', 'and', 'the', 'like', 'in', 'machine', 'housings']","[('Means', 'NNS'), ('for', 'IN'), ('inserting', 'VBG'), ('or', 'CC'), ('seating', 'VBG'), ('the', 'DT'), ('outer', 'NN'), ('races', 'NNS'), ('of', 'IN'), ('ball', 'NN'), ('bearings,', 'NN'), ('bushings,', 'NN'), ('and', 'CC'), ('the', 'DT'), ('like', 'JJ'), ('in', 'IN'), ('machine', 'NN'), ('housings', 'NNS')]","['PROPN', 'ADP', 'VERB', 'CCONJ', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'SPACE']",[],1,0,21,0,0,"{'bushings,', 'bearings,'}",1
US1675625A,1926-10-07,Ford transmission speidometer drive,"['Ford', 'transmission', 'speidometer', 'drive']","[('Ford', 'NNP'), ('transmission', 'NN'), ('speidometer', 'NN'), ('drive', 'NN')]","['PROPN', 'NOUN', 'NOUN', 'NOUN', 'SPACE']",['ORG'],1,0,5,0,0,{'speidometer'},1
US1675652A,1927-05-02,"Method of making containers for cakes, etc.","['Method', 'of', 'making', 'containers', 'for', 'cakes,', 'etc.']","[('Method', 'NNP'), ('of', 'IN'), ('making', 'VBG'), ('containers', 'NNS'), ('for', 'IN'), ('cakes,', 'NN'), ('etc.', 'NN')]","['PROPN', 'ADP', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'X', 'X', 'SPACE']",[],1,0,10,0,0,"{'cakes,', 'etc.'}",1
US1675717A,1927-05-26,Drying apparatus for rotary kilns,"['Drying', 'apparatus', 'for', 'rotary', 'kilns']","[('Drying', 'VBG'), ('apparatus', 'NN'), ('for', 'IN'), ('rotary', 'JJ'), ('kilns', 'NN')]","['VERB', 'NOUN', 'ADP', 'ADJ', 'PROPN', 'SPACE']",[],1,0,6,0,0,{'kilns'},1
US1675740A,1922-06-14,Apparatus for holding work webs for typewriting machines,"['Apparatus', 'for', 'holding', 'work', 'webs', 'for', 'typewriting', 'machines']","[('Apparatus', 'NNP'), ('for', 'IN'), ('holding', 'VBG'), ('work', 'NN'), ('webs', 'NN'), ('for', 'IN'), ('typewriting', 'VBG'), ('machines', 'NNS')]","['PROPN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'ADP', 'VERB', 'NOUN', 'SPACE']",[],1,0,9,0,0,{'typewriting'},1
US1675811A,1925-01-21,Tuyere cooler,"['Tuyere', 'cooler']","[('Tuyere', 'NNP'), ('cooler', 'NN')]","['PROPN', 'PROPN', 'SPACE']",[],1,0,3,0,0,{'tuyere'},1
US1675906A,1926-12-27,Method of and means for forming and delivering charges of fictile material,"['Method', 'of', 'and', 'means', 'for', 'forming', 'and', 'delivering', 'charges', 'of', 'fictile', 'material']","[('Method', 'NNP'), ('of', 'IN'), ('and', 'CC'), ('means', 'NNS'), ('for', 'IN'), ('forming', 'VBG'), ('and', 'CC'), ('delivering', 'VBG'), ('charges', 'NNS'), ('of', 'IN'), ('fictile', 'JJ'), ('material', 'NN')]","['PROPN', 'ADP', 'CCONJ', 'VERB', 'ADP', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'SPACE']",[],1,0,13,0,0,{'fictile'},1
US1675913A,1925-12-19,Method of making eyelets,"['Method', 'of', 'making', 'eyelets']","[('Method', 'NNP'), ('of', 'IN'), ('making', 'VBG'), ('eyelets', 'NNS')]","['PROPN', 'ADP', 'VERB', 'NOUN', 'SPACE']",[],1,0,5,0,0,{'eyelets'},1
US1675916A,1928-07-03,Method of and machine  for blending pibeks,"['Method', 'of', 'and', 'machine', 'for', 'blending', 'pibeks']","[('Method', 'NNP'), ('of', 'IN'), ('and', 'CC'), ('machine', 'NN'), ('for', 'IN'), ('blending', 'VBG'), ('pibeks', 'NN')]","['PROPN', 'ADP', 'CCONJ', 'NOUN', 'SPACE', 'ADP', 'VERB', 'NOUN']",[],1,0,8,0,0,{'pibeks'},1
US1675964A,1928-07-03,X  xx x x x xx,"['X', 'xx', 'x', 'x', 'x', 'xx']","[('X', 'NN'), ('xx', 'NNP'), ('x', 'NNP'), ('x', 'NNP'), ('x', 'NNP'), ('xx', 'NNP')]","['NOUN', 'SPACE', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']",[],1,0,7,0,0,"{'x', 'xx'}",1
US1676004A,1928-07-03,Ida mai bttltman,"['Ida', 'mai', 'bttltman']","[('Ida', 'NNP'), ('mai', 'NN'), ('bttltman', 'NN')]","['PROPN', 'NOUN', 'NOUN']",[],1,0,3,0,0,{'bttltman'},1
US1676049A,1924-05-29,Method and means for inductively heating the metallic parts of inclosed electrical devices,"['Method', 'and', 'means', 'for', 'inductively', 'heating', 'the', 'metallic', 'parts', 'of', 'inclosed', 'electrical', 'devices']","[('Method', 'NNP'), ('and', 'CC'), ('means', 'VBZ'), ('for', 'IN'), ('inductively', 'RB'), ('heating', 'VBG'), ('the', 'DT'), ('metallic', 'JJ'), ('parts', 'NNS'), ('of', 'IN'), ('inclosed', 'JJ'), ('electrical', 'JJ'), ('devices', 'NNS')]","['PROPN', 'CCONJ', 'VERB', 'ADP', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'SPACE']",[],1,0,14,0,0,"{'inclosed', 'inductively'}",1
US1676110A,1926-02-16,Vapor moistener,"['Vapor', 'moistener']","[('Vapor', 'NNP'), ('moistener', 'NN')]","['PROPN', 'NOUN', 'SPACE']",[],1,0,3,0,0,{'moistener'},1
US1676123A,1925-02-02,Arrangement of 6n pole windings,"['Arrangement', 'of', '6n-pole', 'windings']","[('Arrangement', 'NN'), ('of', 'IN'), ('6n-pole', 'JJ'), ('windings', 'NNS')]","['NOUN', 'ADP', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],1,0,7,0,0,"{'windings', '6n'}",1
US1676194A,1927-03-12,Furnace brooder,"['Furnace', 'brooder']","[('Furnace', 'NN'), ('brooder', 'NN')]","['PROPN', 'NOUN', 'SPACE']",['ORG'],1,0,3,0,0,{'brooder'},1
US1676289A,1927-01-12,Machinist's work clamp,"[""Machinist's"", 'work', 'clamp']","[(""Machinist's"", 'NNP'), ('work', 'NN'), ('clamp', 'NN')]","['PROPN', 'PART', 'NOUN', 'NOUN', 'SPACE']",[],1,0,5,0,0,"{""machinist's""}",1
US1676304A,1926-07-26,"Method of packing doors, frames, and the like","['Method', 'of', 'packing', 'doors,', 'frames,', 'and', 'the', 'like']","[('Method', 'NNP'), ('of', 'IN'), ('packing', 'VBG'), ('doors,', 'NN'), ('frames,', 'NN'), ('and', 'CC'), ('the', 'DT'), ('like', 'JJ')]","['PROPN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'INTJ', 'SPACE']",[],1,0,11,0,0,"{'doors,', 'frames,'}",1
US1676318A,1922-03-20,Apparatus for making lap edged plaster sheathing board,"['Apparatus', 'for', 'making', 'lap-edged', 'plaster', 'sheathing', 'board']","[('Apparatus', 'NNP'), ('for', 'IN'), ('making', 'VBG'), ('lap-edged', 'JJ'), ('plaster', 'NN'), ('sheathing', 'VBG'), ('board', 'NN')]","['PROPN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'SPACE']",[],1,0,10,0,0,{'sheathing'},1
US1676367A,1926-02-07,Stageless change speed gearing,"['Stageless', 'change-speed', 'gearing']","[('Stageless', 'JJ'), ('change-speed', 'NN'), ('gearing', 'NN')]","['PROPN', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],1,0,6,0,0,{'stageless'},1
US1676395A,1926-03-31,"Apparatus for stopping leaks, especially in the bottom and side walls of ships' hulls","['Apparatus', 'for', 'stopping', 'leaks,', 'especially', 'in', 'the', 'bottom', 'and', 'side', 'walls', 'of', ""ships'"", 'hulls']","[('Apparatus', 'NNP'), ('for', 'IN'), ('stopping', 'VBG'), ('leaks,', 'NN'), ('especially', 'RB'), ('in', 'IN'), ('the', 'DT'), ('bottom', 'NN'), ('and', 'CC'), ('side', 'NN'), ('walls', 'NNS'), ('of', 'IN'), (""ships'"", 'NN'), ('hulls', 'NNS')]","['PROPN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'ADV', 'ADP', 'DET', 'ADJ', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PART', 'NOUN', 'SPACE']",[],1,0,17,0,0,"{""ships'"", 'leaks,'}",1
US1676458A,1926-07-21,Hydroxy naphthalene arylsulfoester azo dyestuff and process of making the same,"['Hydroxy-naphthalene-arylsulfoester', 'azo', 'dyestuff', 'and', 'process', 'of', 'making', 'the', 'same']","[('Hydroxy-naphthalene-arylsulfoester', 'NNP'), ('azo', 'NN'), ('dyestuff', 'NN'), ('and', 'CC'), ('process', 'NN'), ('of', 'IN'), ('making', 'VBG'), ('the', 'DT'), ('same', 'JJ')]","['PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'DET', 'ADJ', 'SPACE']",['NORP'],1,0,14,0,0,"{'naphthalene', 'arylsulfoester', 'dyestuff', 'azo', 'hydroxy'}",1
US1676469A,1928-07-10,Matic electric inc,"['Matic', 'electric', 'inc']","[('Matic', 'NNP'), ('electric', 'JJ'), ('inc', 'NN')]","['ADJ', 'PROPN', 'PROPN']",[],1,0,3,0,0,{'matic'},1
US1676602A,1927-05-09,Method oe forming  molds fob pb,"['Method', 'oe', 'forming-', 'molds', 'fob', 'pb']","[('Method', 'NNP'), ('oe', 'MD'), ('forming-', 'VB'), ('molds', 'NNS'), ('fob', 'JJ'), ('pb', 'NN')]","['PROPN', 'PROPN', 'X', 'NOUN', 'PROPN', 'NOUN']",[],1,0,6,0,0,{'pb'},1
US1676632A,1924-01-04,Method of and apparatus for testing magnetizable objects,"['Method', 'of', 'and', 'apparatus', 'for', 'testing', 'magnetizable', 'objects']","[('Method', 'NNP'), ('of', 'IN'), ('and', 'CC'), ('apparatus', 'VB'), ('for', 'IN'), ('testing', 'VBG'), ('magnetizable', 'JJ'), ('objects', 'NNS')]","['PROPN', 'ADP', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'ADJ', 'NOUN', 'SPACE']",[],1,0,9,0,0,{'magnetizable'},1
US1676685A,1928-04-19,Apparatus for the annealing of metals in continuous cold rolling,"['Apparatus', 'for', 'the', 'annealing', 'of', 'metals', 'in', 'continuous', 'cold', 'rolling']","[('Apparatus', 'NNP'), ('for', 'IN'), ('the', 'DT'), ('annealing', 'NN'), ('of', 'IN'), ('metals', 'NNS'), ('in', 'IN'), ('continuous', 'JJ'), ('cold', 'NN'), ('rolling', 'NN')]","['PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'SPACE']",[],1,0,11,0,0,{'annealing'},1
US1676691A,1924-05-13,Method of charging cellulose digesters and the like and means therefor,"['Method', 'of', 'charging', 'cellulose', 'digesters', 'and', 'the', 'like', 'and', 'means', 'therefor']","[('Method', 'NNP'), ('of', 'IN'), ('charging', 'VBG'), ('cellulose', 'JJ'), ('digesters', 'NNS'), ('and', 'CC'), ('the', 'DT'), ('like', 'JJ'), ('and', 'CC'), ('means', 'VBZ'), ('therefor', 'NNS')]","['PROPN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'CCONJ', 'DET', 'ADJ', 'CCONJ', 'VERB', 'X', 'SPACE']",[],1,0,12,0,0,{'digesters'},1
US1676697A,1924-07-28,Ortho hydroxyazo dye,"['Ortho-hydroxyazo', 'dye']","[('Ortho-hydroxyazo', 'JJ'), ('dye', 'NN')]","['PROPN', 'PUNCT', 'PROPN', 'NOUN', 'SPACE']",['ORG'],1,0,5,0,0,{'hydroxyazo'},1
US1676701A,1924-07-24,Method of manufacturing electron emitting cathodes,"['Method', 'of', 'manufacturing', 'electron-emitting', 'cathodes']","[('Method', 'NNP'), ('of', 'IN'), ('manufacturing', 'VBG'), ('electron-emitting', 'JJ'), ('cathodes', 'NNS')]","['PROPN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'SPACE']",[],1,0,8,0,0,{'cathodes'},1
US1676715A,1925-11-19,Amalgam plugger,"['Amalgam', 'plugger']","[('Amalgam', 'NNP'), ('plugger', 'NN')]","['PROPN', 'NOUN', 'SPACE']",[],1,0,3,0,0,{'plugger'},1
US1676745A,1924-09-24,"Electrical reactance, and method and apparatus","['Electrical', 'reactance,', 'and', 'method', 'and', 'apparatus']","[('Electrical', 'JJ'), ('reactance,', 'NN'), ('and', 'CC'), ('method', 'NN'), ('and', 'CC'), ('apparatus', 'NN')]","['ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'CCONJ', 'PROPN', 'SPACE']",[],1,0,8,0,0,"{'reactance,'}",1
US1676782A,1922-04-15,Brush munting for suction cleaners,"['Brush', 'munting', 'for', 'suction', 'cleaners']","[('Brush', 'NNP'), ('munting', 'VBG'), ('for', 'IN'), ('suction', 'NN'), ('cleaners', 'NNS')]","['PROPN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'SPACE']",[],1,0,6,0,0,{'munting'},1
US1676785A,1924-10-20,Method of and apparatus for grouting the walls of an oil well,"['Method', 'of', 'and', 'apparatus', 'for', 'grouting', 'the', 'walls', 'of', 'an', 'oil', 'well']","[('Method', 'NNP'), ('of', 'IN'), ('and', 'CC'), ('apparatus', 'VB'), ('for', 'IN'), ('grouting', 'VBG'), ('the', 'DT'), ('walls', 'NNS'), ('of', 'IN'), ('an', 'DT'), ('oil', 'NN'), ('well', 'NN')]","['PROPN', 'ADP', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'SPACE']",[],1,0,13,0,0,{'grouting'},1
US1676838A,1925-09-17,"Accelerator, method of vulcanizing caoutchouc, and product thereof","['Accelerator,', 'method', 'of', 'vulcanizing', 'caoutchouc,', 'and', 'product', 'thereof']","[('Accelerator,', 'NNP'), ('method', 'NN'), ('of', 'IN'), ('vulcanizing', 'VBG'), ('caoutchouc,', 'NN'), ('and', 'CC'), ('product', 'NN'), ('thereof', 'NN')]","['PROPN', 'PUNCT', 'NOUN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'ADV', 'SPACE']",[],1,0,11,0,0,"{'vulcanizing', 'accelerator,', 'caoutchouc,'}",1
US1676918A,1926-11-23,Fork tine straightener,"['Fork-tine', 'straightener']","[('Fork-tine', 'JJ'), ('straightener', 'NN')]","['PROPN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],1,0,5,0,0,{'straightener'},1
US1676957A,1924-04-07,Method and apparatus for unstacking lumber,"['Method', 'and', 'apparatus', 'for', 'unstacking', 'lumber']","[('Method', 'NNP'), ('and', 'CC'), ('apparatus', 'NN'), ('for', 'IN'), ('unstacking', 'VBG'), ('lumber', 'NN')]","['PROPN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'SPACE']",[],1,0,7,0,0,{'unstacking'},1
US1677028A,1928-07-10,Headlamp adjustingchabt,['Headlamp-adjustingchabt'],"[('Headlamp-adjustingchabt', 'NN')]","['PROPN', 'PUNCT', 'ADV']",[],1,0,3,0,0,{'adjustingchabt'},1
US1677043A,1926-06-22,Bread proofer,"['Bread', 'proofer']","[('Bread', 'NNP'), ('proofer', 'NN')]","['PROPN', 'VERB', 'SPACE']",[],1,0,3,0,0,{'proofer'},1
US1677111A,1926-05-22,Oat huller,"['Oat', 'huller']","[('Oat', 'NNP'), ('huller', 'NN')]","['PROPN', 'NOUN', 'SPACE']",[],1,0,3,0,0,{'huller'},1
US1677117A,1925-04-29,Iso butyryl resorcinol,"['Iso-butyryl', 'resorcinol']","[('Iso-butyryl', 'JJ'), ('resorcinol', 'NN')]","['PROPN', 'PUNCT', 'PROPN', 'NOUN', 'SPACE']",[],1,0,5,0,0,"{'resorcinol', 'butyryl'}",1
US1677123A,1927-08-25,Cyclopentenyl alkyl acetic acid,"['Cyclopentenyl', 'alkyl', 'acetic', 'acid']","[('Cyclopentenyl', 'NNP'), ('alkyl', 'VBZ'), ('acetic', 'JJ'), ('acid', 'NN')]","['NOUN', 'NOUN', 'ADJ', 'PROPN', 'SPACE']",[],1,0,5,0,0,"{'cyclopentenyl', 'alkyl'}",1
US1677182A,1924-02-19,Method of manufacturing cements rich in alumina,"['Method', 'of', 'manufacturing', 'cements', 'rich', 'in', 'alumina']","[('Method', 'NNP'), ('of', 'IN'), ('manufacturing', 'VBG'), ('cements', 'NNS'), ('rich', 'JJ'), ('in', 'IN'), ('alumina', 'NN')]","['PROPN', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'SPACE']",[],1,0,8,0,0,{'alumina'},1
US1677337A,1924-09-27,Antrum drill,"['Antrum', 'drill']","[('Antrum', 'NNP'), ('drill', 'NN')]","['PROPN', 'NOUN', 'SPACE']",[],1,0,3,0,0,{'antrum'},1
US1677366A,1926-03-15,Plasterer's float,"[""Plasterer's"", 'float']","[(""Plasterer's"", 'NNP'), ('float', 'NN')]","['PROPN', 'PART', 'NOUN', 'SPACE']",['ORG'],1,0,4,0,0,"{""plasterer's""}",1
